Zeit [s],Q_downhole [lpm]_s,Pint_downhole [MPa]
3218.423,3.078434681,5.107978
3218.473,3.078151157,5.041176
3218.523,3.077483482,5.114156
3218.573,3.07752107,5.114156
3218.623,3.076587863,5.101027
3218.673,3.077003377,5.10875
3218.723,3.075757346,5.038087
3218.773,3.076557434,5.113384
3218.823,3.074972034,5.102958
3218.873,3.076205108,5.102958
3218.923,3.074260304,5.037701
3218.973,3.075998596,5.1157
3219.023,3.073823796,5.097166
3219.073,3.076157022,5.097166
3219.123,3.073714699,5.104502
3219.173,3.076347558,5.035384
3219.223,3.073710618,5.1157
3219.273,3.07650734,5.096393
3219.323,3.073774523,5.109136
3219.373,3.076643642,5.042334
3219.423,3.074136172,5.111839
3219.473,3.07721024,5.116473
3219.523,3.074657436,5.10373
3219.573,3.077857802,5.10373
3219.623,3.075084357,5.036542
3219.673,3.078499048,5.112997
3219.723,3.075397755,5.116859
3219.773,3.079057356,5.104502
3219.823,3.075592052,5.038087
3219.873,3.079477732,5.116859
3219.923,3.075727088,5.117631
3219.973,3.079875382,5.079403
3220.023,3.075856124,5.044651
3220.073,3.080164367,5.044651
3220.123,3.07587907,5.115314
3220.173,3.080270578,5.119176
3220.223,3.075774171,5.073225
3220.273,3.080170861,5.046582
3220.323,3.075537981,5.117631
3220.373,3.079804678,5.119562
3220.423,3.075058174,5.080176
3220.473,3.079370015,5.058166
3220.523,3.074565763,5.114542
3220.573,3.078867976,5.114542
3220.623,3.074331296,5.111067
3220.673,3.078965157,5.080948
3220.723,3.074401326,5.055077
3220.773,3.078850882,5.112997
3220.823,3.074392587,5.118403
3220.873,3.078356754,5.073611
3220.923,3.074030543,5.055463
3220.973,3.077698835,5.102572
3221.023,3.073935383,5.120334
3221.073,3.077478176,5.120334
3221.123,3.0740674,5.07477
3221.173,3.077039587,5.062413
3221.223,3.074084647,5.10875
3221.273,3.076368344,5.1157
3221.323,3.073969294,5.070908
3221.373,3.075458006,5.062413
3221.423,3.073550766,5.095235
3221.473,3.074634965,5.123037
3221.523,3.073219559,5.068205
3221.573,3.073854895,5.068205
3221.623,3.072832527,5.067047
3221.673,3.073035549,5.101799
3221.723,3.072373047,5.121879
3221.773,3.07228232,5.075928
3221.823,3.07183635,5.058552
3221.873,3.071637807,5.10373
3221.923,3.07132287,5.123809
3221.973,3.071122409,5.041176
3222.023,3.0708995,5.058552
3222.073,3.070746985,5.058552
3222.123,3.070617727,5.102572
3222.173,3.070549464,5.120334
3222.223,3.070525883,5.029978
3222.273,3.070561867,5.06473
3222.323,3.070643935,5.095235
3222.373,3.070785209,5.118017
3222.423,3.070967373,5.037701
3222.473,3.071204674,5.08674
3222.523,3.071471631,5.084423
3222.573,3.071784748,5.084423
3222.623,3.072144979,5.122265
3222.673,3.07254242,5.038473
3222.723,3.072941415,5.085582
3222.773,3.073369753,5.095235
3222.823,3.073756493,5.126898
3222.873,3.074172767,5.024958
3222.923,3.074557944,5.089829
3222.973,3.074947076,5.077859
3223.023,3.07533934,5.126512
3223.073,3.075692682,5.126512
3223.123,3.076045236,5.024958
3223.173,3.076292455,5.089443
3223.223,3.076602906,5.081334
3223.273,3.07669884,5.116086
3223.323,3.076974744,5.025344
3223.373,3.076893118,5.093304
3223.423,3.077121462,5.082879
3223.473,3.076891944,5.124195
3223.523,3.077017103,5.028433
3223.573,3.076683658,5.028433
3223.623,3.07665194,5.087898
3223.673,3.076254487,5.08674
3223.723,3.076046083,5.12072
3223.773,3.075593343,5.040017
3223.823,3.075221083,5.085582
3223.873,3.074709104,5.079403
3223.923,3.074227013,5.126126
3223.973,3.073661759,5.014532
3224.023,3.073098671,5.086354
3224.073,3.072491547,5.086354
3224.123,3.071881444,5.080948
3224.173,3.0712566,5.124968
3224.223,3.070638187,5.010285
3224.273,3.070029844,5.095235
3224.323,3.069498452,5.076314
3224.373,3.069005354,5.12574
3224.423,3.06855543,5.011443
3224.473,3.068155988,5.129215
3224.523,3.067813092,5.070908
3224.573,3.06753674,5.070908
3224.623,3.06733114,5.121106
3224.673,3.067218826,5.017235
3224.723,3.067183792,5.131532
3224.773,3.067232495,5.075156
3224.823,3.067358989,5.123037
3224.873,3.067570734,5.020324
3224.923,3.067852197,5.125354
3224.973,3.068209496,5.068592
3225.023,3.068621355,5.121492
3225.073,3.069097011,5.121492
3225.123,3.069659144,5.014532
3225.173,3.070274623,5.139255
3225.223,3.070916888,5.060483
3225.273,3.071598594,5.124968
3225.323,3.072292916,5.022641
3225.373,3.073024734,5.142344
3225.423,3.073760378,5.061255
3225.473,3.074512886,5.112611
3225.523,3.075322771,5.030364
3225.573,3.076133868,5.030364
3225.623,3.076931951,5.149294
3225.673,3.07771287,5.052374
3225.723,3.07847522,5.111453
3225.773,3.079200909,5.034611
3225.823,3.079908767,5.14968
3225.873,3.080568346,5.051988
3225.923,3.08124395,5.11377
3225.973,3.081821865,5.056235
3226.023,3.082465517,5.143502
3226.073,3.082917856,5.143502
3226.123,3.083567511,5.058938
3226.173,3.083813395,5.112611
3226.223,3.084561899,5.053918
3226.273,3.084455248,5.146205
3226.323,3.085387915,5.053532
3226.373,3.084913267,5.103344
3226.423,3.08600303,5.05276
3226.473,3.08526891,5.148136
3226.523,3.086437427,5.046196
3226.573,3.085497614,5.046196
3226.623,3.086688659,5.112997
3226.673,3.085593673,5.065502
3226.723,3.086702341,5.145433
3226.773,3.085418404,5.038473
3226.823,3.086441419,5.11377
3226.873,3.085134453,5.075156
3226.923,3.086062492,5.136166
3226.973,3.084755394,5.031522
3227.023,3.085486357,5.114928
3227.073,3.084277043,5.114928
3227.123,3.084685407,5.0767
3227.173,3.083706214,5.131146
3227.223,3.083652229,5.03075
3227.273,3.082908016,5.114928
3227.323,3.082483608,5.073611
3227.373,3.081836431,5.143502
3227.423,3.081280465,5.036928
3227.473,3.080643434,5.111067
3227.523,3.080032958,5.068205
3227.573,3.079439665,5.068205
3227.623,3.078862596,5.146978
3227.673,3.078275719,5.033839
3227.723,3.077673951,5.11377
3227.773,3.077070185,5.072067
3227.823,3.076449839,5.136166
3227.873,3.075921164,5.027275
3227.923,3.075273991,5.118017
3227.973,3.074968477,5.096393
3228.023,3.074256544,5.133077
3228.073,3.074234723,5.133077
3228.123,3.07341913,5.031136
3228.173,3.073555064,5.113384
3228.223,3.07269428,5.101799
3228.273,3.072974378,5.123037
3228.323,3.071979307,5.038087
3228.373,3.072595322,5.114542
3228.423,3.071440251,5.106819
3228.473,3.072347009,5.097938
3228.523,3.071034086,5.032295
3228.573,3.072121629,5.032295
3228.623,3.070704406,5.112611
3228.673,3.071917479,5.10373
3228.723,3.070437854,5.10373
3228.773,3.071769809,5.032295
3228.823,3.070373494,5.115314
3228.873,3.071879414,5.105661
3228.923,3.070549688,5.104889
3228.973,3.072032009,5.040017
3229.023,3.070868745,5.120334
3229.073,3.07221365,5.120334
3229.123,3.071374491,5.101413
3229.173,3.072428904,5.092918
3229.223,3.072191206,5.044265
3229.273,3.072924086,5.124195
3229.323,3.073186849,5.105661
3229.373,3.073765625,5.098324
3229.423,3.074223373,5.052374
3229.473,3.074797229,5.114928
3229.523,3.075339892,5.113384
3229.573,3.075938121,5.113384
3229.623,3.076521839,5.100255
3229.673,3.077142189,5.048126
3229.723,3.077742422,5.116473
3229.773,3.078380598,5.111839
3229.823,3.078986187,5.094463
3229.873,3.079646497,5.045423
3229.923,3.080228418,5.111453
3229.973,3.080904806,5.118789
3230.023,3.081425085,5.094463
3230.073,3.082136464,5.094463
3230.123,3.082545298,5.046968
3230.173,3.083335633,5.111453
3230.223,3.083555693,5.123809
3230.273,3.084463455,5.085195
3230.323,3.084477063,5.053146
3230.373,3.085541199,5.116473
3230.423,3.085319447,5.120334
3230.473,3.086612846,5.072067
3230.523,3.086053535,5.054304
3230.573,3.087691853,5.054304
3230.623,3.086670775,5.111453
3230.673,3.088762854,5.119562
3230.723,3.087082478,5.072067
3230.773,3.089527235,5.051988
3230.823,3.087322318,5.109908
3230.873,3.090125433,5.12574
3230.923,3.087639486,5.06975
3230.973,3.090642529,5.067819
3231.023,3.087963982,5.112225
3231.073,3.09107794,5.112225
3231.123,3.088259549,5.127671
3231.173,3.091299824,5.052374
3231.223,3.08818934,5.069364
3231.273,3.090920676,5.107205
3231.323,3.087773906,5.12574
3231.373,3.090395167,5.054691
3231.423,3.087400227,5.073997
3231.473,3.089734638,5.093691
3231.523,3.087039992,5.121879
3231.573,3.08885594,5.121879
3231.623,3.08668283,5.053146
3231.673,3.087646392,5.077473
3231.723,3.086081674,5.091374
3231.773,3.086261468,5.128443
3231.823,3.085211304,5.041176
3231.873,3.084974125,5.083651
3231.923,3.084128318,5.093691
3231.973,3.083680062,5.129987
3232.023,3.082918815,5.049285
3232.073,3.082350039,5.049285
3232.123,3.081633582,5.081334
3232.173,3.080965462,5.088671
3232.223,3.080253669,5.131918
3232.273,3.079545326,5.036156
3232.323,3.078874637,5.087898
3232.373,3.078142783,5.086354
3232.423,3.077546961,5.127671
3232.473,3.076803686,5.019166
3232.523,3.076380518,5.087898
3232.573,3.07556587,5.087898
3232.623,3.075265741,5.083651
3232.673,3.074351293,5.128443
3232.723,3.074266872,5.023027
3232.773,3.073111878,5.087126
3232.823,3.073453979,5.083651
3232.873,3.071922955,5.131146
3232.923,3.07281466,5.017235
3232.973,3.070990653,5.118017
3233.023,3.072090729,5.089829
3233.073,3.070166477,5.089829
3233.123,3.071313424,5.128829
3233.173,3.069355957,5.014532
3233.223,3.070590334,5.121879
3233.273,3.068589114,5.082493
3233.323,3.070051166,5.128057
3233.373,3.068109131,5.011057
3233.423,3.069593299,5.133077
3233.473,3.067730785,5.075156
3233.523,3.069087002,5.125354
3233.573,3.067377048,5.125354
3233.623,3.068616212,5.020324
3233.673,3.067154598,5.115314
3233.723,3.068462151,5.075542
3233.773,3.067197103,5.126126
3233.823,3.068402223,5.012988
3233.873,3.067383457,5.116086
3233.923,3.068417174,5.07477
3233.973,3.067714433,5.123423
3234.023,3.068513709,5.014532
3234.073,3.068286601,5.014532
3234.123,3.068856871,5.12574
3234.173,3.069025777,5.075928
3234.223,3.069465742,5.123037
3234.273,3.069838123,5.017621
3234.323,3.070240582,5.128443
3234.373,3.070742114,5.080562
3234.423,3.071099386,5.116473
3234.473,3.071700908,5.031136
3234.523,3.072022379,5.141572
3234.573,3.072801539,5.141572
3234.623,3.072864845,5.069364
3234.673,3.073978654,5.122265
3234.723,3.073560454,5.036156
3234.773,3.075182453,5.140027
3234.823,3.074175822,5.073611
3234.873,3.076324413,5.124968
3234.923,3.07466256,5.032681
3234.973,3.077252864,5.153156
3235.023,3.075004382,5.076314
3235.073,3.077849917,5.076314
3235.123,3.075150452,5.12574
3235.173,3.077882225,5.03075
3235.223,3.074944628,5.150067
3235.273,3.077622392,5.076314
3235.323,3.074883894,5.121106
3235.373,3.077540805,5.033453
3235.423,3.074984487,5.160492
3235.473,3.07725095,5.058938
3235.623,3.075014398,5.038859
3235.673,3.076707195,5.155473
3235.723,3.074851488,5.058552
3235.773,3.076124363,5.118789
3235.823,3.074721559,5.038473
3235.923,3.075627125,5.045423
3235.973,3.074612067,5.118403
3236.023,3.075248377,5.066275
3236.073,3.074539266,5.066275
3236.123,3.075053543,5.143502
3236.173,3.074625142,5.034611
3236.223,3.075051643,5.123423
3236.273,3.074832666,5.068978
3236.323,3.075184682,5.144661
3236.373,3.075132907,5.039631
3236.423,3.075433264,5.114542
3236.473,3.075512205,5.104116
3236.523,3.075776095,5.138869
3236.573,3.075980027,5.138869
3236.623,3.076217666,5.035384
3236.673,3.076412364,5.114156
3236.723,3.076608629,5.105275
3236.773,3.076770441,5.131532
3236.823,3.07690897,5.031522
3236.873,3.076998401,5.119176
3236.923,3.077050677,5.114156
3236.973,3.077037958,5.09871
3237.023,3.076986569,5.038473
3237.073,3.076861682,5.038473
3237.123,3.076681215,5.12072
3237.173,3.076419165,5.111453
3237.223,3.076100803,5.097552
3237.273,3.075713771,5.040404
3237.323,3.07526968,5.121106
3237.373,3.074763052,5.10875
3237.423,3.074203702,5.097552
3237.473,3.073593327,5.047354
3237.523,3.072941569,5.12072
3237.573,3.072254758,5.12072
3237.623,3.071518527,5.108364
3237.673,3.070770735,5.101413
3237.723,3.070069245,5.048512
3237.773,3.069417701,5.112611
3237.823,3.068803692,5.114156
3237.873,3.068216227,5.095235
3237.923,3.067673975,5.052374
3237.973,3.067172039,5.117245
3238.023,3.066742425,5.119176
3238.073,3.066355177,5.119176
3238.123,3.066111927,5.087898
3238.173,3.065891196,5.053532
3238.223,3.065846945,5.116859
3238.273,3.065769692,5.117245
3238.323,3.065871322,5.08674
3238.373,3.065955171,5.056235
3238.423,3.06619443,5.107205
3238.473,3.066414599,5.122651
3238.523,3.0667617,5.089829
3238.573,3.067131449,5.089829
3238.623,3.067624888,5.060483
3238.673,3.068137374,5.105661
3238.723,3.06870457,5.126126
3238.773,3.069262986,5.077087
3238.823,3.069882173,5.058938
3238.873,3.070415012,5.104502
3238.923,3.07109162,5.12574
3238.973,3.071504583,5.041562
3239.023,3.072298364,5.062027
3239.073,3.072467084,5.062027
3239.123,3.073483656,5.100641
3239.173,3.073289216,5.126512
3239.223,3.074674807,5.041948
3239.273,3.073979175,5.071681
3239.323,3.075827226,5.102186
3239.373,3.074545186,5.128443
3239.423,3.076846358,5.026889
3239.473,3.075007124,5.092532
3239.523,3.077651253,5.099869
3239.573,3.075396846,5.099869
3239.623,3.078202515,5.126126
3239.673,3.075794419,5.042334
3239.723,3.078618629,5.08674
3239.773,3.076292275,5.097938
3239.823,3.0789128,5.13076
3239.873,3.0770205,5.03075
3239.923,3.079505844,5.085582
3239.973,3.077811126,5.089443
3240.023,3.080090736,5.126126
3240.073,3.078460441,5.126126
3240.123,3.080551359,5.02573
3240.173,3.078985116,5.102186
3240.223,3.080924419,5.082106
3240.273,3.079498056,5.127284
3240.323,3.081229886,5.024958
3240.373,3.079934864,5.101027
3240.423,3.081436916,5.07979
3240.473,3.080265448,5.123423
3240.523,3.081533498,5.026889
3240.573,3.080461857,5.026889
3240.623,3.081439757,5.104116
3240.673,3.080471966,5.080562
3240.723,3.081271599,5.126512
3240.773,3.08040747,5.024958
3240.823,3.081076337,5.09871
3240.873,3.080246925,5.08172
3240.923,3.080860102,5.131918
3240.973,3.079982304,5.015305
3241.023,3.080695022,5.099483
3241.073,3.079749093,5.099483
3241.123,3.080474761,5.082493
3241.173,3.079383375,5.126126
3241.223,3.08026205,5.021097
3241.273,3.079002722,5.101413
3241.323,3.080079215,5.085582
3241.373,3.07862537,5.128443
3241.423,3.079908478,5.014532
3241.473,3.078387035,5.132304
3241.523,3.079977329,5.073997
3241.573,3.078266623,5.073997
3241.623,3.079844722,5.127671
3241.673,3.078091695,5.01878
3241.723,3.079707389,5.136938
3241.773,3.078029482,5.073997
3241.823,3.079580618,5.131918
3241.873,3.078176177,5.023413
3241.923,3.079694775,5.140027
3241.973,3.078467174,5.067433
3242.023,3.07979847,5.128057
3242.073,3.078712236,5.128057
3242.123,3.079801715,5.023413
3242.173,3.078938691,5.14775
3242.223,3.079794875,5.05778
3242.273,3.079163656,5.119176
3242.323,3.079766958,5.031136
3242.373,3.07934982,5.150839
3242.423,3.079712412,5.044651
3242.473,3.079476569,5.110294
3242.523,3.079635597,5.045809
3242.573,3.079531761,5.045809
3242.623,3.079542768,5.1547
3242.673,3.079507988,5.049671
3242.723,3.079435776,5.114928
3242.773,3.079400551,5.048899
3242.823,3.079310909,5.151997
3242.873,3.079212485,5.039245
3242.923,3.079164234,5.114542
3242.973,3.078949002,5.071681
3243.023,3.078996635,5.153542
3243.073,3.078608448,5.153542
3243.123,3.078813057,5.043106
3243.173,3.078217758,5.117245
3243.223,3.078602959,5.068592
3243.273,3.077797531,5.157017
3243.323,3.078350089,5.045809
3243.373,3.077352921,5.109136
3243.423,3.078046148,5.073611
3243.473,3.076876621,5.139255
3243.523,3.077696772,5.043106
3243.573,3.076369029,5.043106
3243.623,3.077345364,5.109908
3243.673,3.075895948,5.076314
3243.723,3.076986041,5.129987
3243.773,3.075449958,5.037701
3243.823,3.076602129,5.112611
3243.873,3.075013736,5.081334
3243.923,3.07620551,5.131918
3243.973,3.074690784,5.033839
3244.023,3.07600634,5.113384
3244.073,3.074542646,5.113384
3244.123,3.0757565,5.082879
3244.173,3.074493818,5.123809
3244.223,3.075487701,5.038473
3244.273,3.07450685,5.114156
3244.323,3.075195809,5.085195
3244.373,3.074563842,5.119948
3244.423,3.074910874,5.035384
3244.473,3.074663478,5.118017
3244.523,3.074676506,5.088285
3244.573,3.074804084,5.088285
3244.623,3.074477084,5.12072
3244.673,3.074946607,5.03577
3244.723,3.074347599,5.121879
3244.773,3.075229833,5.098324
3244.823,3.074418163,5.112997
3244.873,3.075653743,5.043106
3244.923,3.074523759,5.12072
3244.973,3.076129174,5.116473
3245.023,3.074640449,5.108364
3245.073,3.076527137,5.108364
3245.123,3.074670244,5.039245
3245.173,3.076826312,5.125354
3245.223,3.074774813,5.11377
3245.273,3.077045409,5.111839
3245.323,3.074928474,5.046968
3245.373,3.077166756,5.114928
3245.423,3.075132419,5.116473
3245.473,3.077192636,5.087898
3245.523,3.075550113,5.045423
3245.573,3.077522955,5.045423
3245.623,3.076220395,5.119562
3245.673,3.077974195,5.121106
3245.723,3.076840572,5.083265
3245.773,3.078473545,5.046968
3245.823,3.07739879,5.118403
3245.873,3.07899147,5.121879
3245.923,3.077904657,5.080562
3245.973,3.079492704,5.05778
3246.023,3.078351544,5.114928
3246.073,3.079849425,5.114928
3246.123,3.078762108,5.116086
3246.173,3.080114861,5.075156
3246.223,3.079248119,5.060869
3246.273,3.080311795,5.118403
3246.323,3.079791954,5.119176
3246.373,3.080448753,5.071295
3246.423,3.080397749,5.063958
3246.473,3.080625946,5.108364
3246.523,3.080979072,5.117245
3246.573,3.080771473,5.117245
3246.623,3.081567846,5.080562
3246.673,3.080900698,5.058166
3246.723,3.082182789,5.105275
3246.773,3.081009882,5.124195
3246.823,3.082801413,5.078631
3246.873,3.081094921,5.061641
3246.923,3.083386594,5.108364
3246.973,3.081148721,5.12574
3247.023,3.083773264,5.071681
3247.073,3.080968786,5.071681
3247.123,3.084003472,5.062799
3247.173,3.080865423,5.102572
3247.223,3.08414226,5.123809
3247.273,3.080768484,5.067047
3247.323,3.084139793,5.072067
3247.373,3.080650845,5.102572
3247.423,3.083955645,5.121106
3247.473,3.080486253,5.045037
3247.523,3.08345822,5.070522
3247.573,3.080060776,5.070522
3247.623,3.082810581,5.101027
3247.673,3.079661694,5.128057
3247.723,3.082013419,5.03577
3247.773,3.079204103,5.075542
3247.823,3.081016063,5.102572
3247.873,3.078654331,5.131918
3247.923,3.079821892,5.043106
3247.973,3.077978128,5.088671
3248.023,3.078483957,5.106433
3248.073,3.077114829,5.106433
3248.123,3.077133409,5.126126
3248.173,3.076088123,5.049285
3248.223,3.075755807,5.089829
3248.273,3.074888102,5.101799
3248.323,3.074342517,5.123037
3248.373,3.073560843,5.038859
3248.423,3.072905992,5.096007
3248.473,3.072165755,5.083651
3248.523,3.071481227,5.13269
3248.573,3.070792379,5.13269
3248.623,3.070145599,5.032681
3248.673,3.069521245,5.091374
3248.723,3.068943375,5.07979
3248.773,3.068408381,5.129215
3248.823,3.067979506,5.033453
3248.873,3.067631307,5.099483
3248.923,3.067360905,5.086354
3248.973,3.067141811,5.133849
3249.023,3.067015832,5.028433
3249.073,3.06694757,5.028433
3249.123,3.066976806,5.097552
3249.173,3.067062393,5.089829
3249.223,3.067246985,5.129601
3249.273,3.067517936,5.027275
3249.323,3.067863711,5.111067
3249.373,3.068269707,5.08172
3249.423,3.068727941,5.126898
3249.473,3.069234849,5.024572
3249.523,3.069774354,5.110681
3249.573,3.070364153,5.110681
3249.623,3.070965473,5.080176
3249.673,3.071613853,5.133849
3249.723,3.072240712,5.026503
3249.773,3.072926056,5.116859
3249.823,3.073556192,5.079403
3249.873,3.074257905,5.129987
3249.923,3.074883109,5.021097
3249.973,3.07557101,5.145819
3250.023,3.076241444,5.084809
3250.073,3.076981132,5.084809
3250.123,3.077687606,5.128443
3250.173,3.078396883,5.021869
3250.223,3.07908006,5.150453
3250.273,3.079752477,5.079403
3250.323,3.080398685,5.128443
3250.373,3.081028825,5.031908
3250.423,3.081625807,5.148908
3250.473,3.082199229,5.069364
3250.523,3.082705333,5.124195
3250.573,3.083222626,5.124195
3250.623,3.083664766,5.027275
3250.673,3.084146825,5.14775
3250.723,3.084496689,5.060869
3250.773,3.084959147,5.127671
3250.823,3.085174521,5.03577
3250.873,3.085668247,5.142344
3250.923,3.085660761,5.065889
3250.973,3.086289857,5.122651
3251.023,3.085929669,5.029592
3251.073,3.0867293,5.029592
3251.123,3.086079429,5.148522
3251.173,3.087032924,5.060097
3251.223,3.086122157,5.119176
3251.273,3.087216402,5.034611
3251.323,3.086065685,5.160106
3251.373,3.087286204,5.057394
3251.423,3.08592783,5.121106
3251.473,3.087180027,5.061255
3251.523,3.085548964,5.15972
3251.573,3.086887495,5.15972
3251.623,3.085069184,5.05971
3251.673,3.086553166,5.116859
3251.723,3.084536866,5.062027
3251.773,3.086145352,5.151611
3251.823,3.08397363,5.057394
3251.873,3.085649214,5.119562
3251.923,3.083396932,5.061641
3251.973,3.08499715,5.151611
3252.023,3.082636894,5.066661
3252.073,3.084281749,5.066661
3252.123,3.081855735,5.121106
3252.173,3.083573628,5.056621
3252.223,3.081069669,5.158562
3252.273,3.082835136,5.067433
3252.323,3.080281795,5.119176
3252.373,3.082069256,5.052374
3252.423,3.079488768,5.163581
3252.473,3.081274068,5.045037
3252.523,3.078641654,5.120334
3252.573,3.080565005,5.120334
3252.623,3.077860456,5.054304
3252.673,3.079914808,5.155086
3252.723,3.077105164,5.037314
3252.773,3.07930905,5.121106
3252.823,3.076337624,5.067819
3252.873,3.07876456,5.155086
3252.923,3.075761978,5.041948
3252.973,3.078716743,5.121106
3253.023,3.075564814,5.06473
3253.073,3.078760918,5.06473
3253.123,3.075516868,5.15277
3253.173,3.078803515,5.046196
3253.223,3.075489232,5.113384
3253.273,3.078788046,5.068592
3253.323,3.075432972,5.1547
3253.373,3.078690508,5.046968
3253.423,3.075313098,5.116086
3253.473,3.078530138,5.089057
3253.523,3.075221233,5.141185
3253.573,3.078429658,5.141185
3253.623,3.075154602,5.038087
3253.673,3.078281568,5.121492
3253.723,3.075019904,5.106819
3253.773,3.078046368,5.135007
3253.823,3.074788793,5.035384
3253.873,3.077729003,5.124582
3253.923,3.074435375,5.112611
3253.973,3.077371095,5.104889
3254.023,3.07404153,5.041562
3254.073,3.077098823,5.041562
3254.123,3.073871774,5.125354
3254.173,3.077272662,5.112225
3254.223,3.073931808,5.108364
3254.273,3.077384815,5.041948
3254.323,3.073942081,5.123423
3254.373,3.077382574,5.109908
3254.423,3.073903993,5.107978
3254.473,3.077288395,5.056621
3254.523,3.073940199,5.116859
3254.573,3.077240313,5.116859
3254.623,3.074066458,5.1157
3254.673,3.077147201,5.109908
3254.723,3.074221524,5.04774
3254.773,3.07699903,5.127284
3254.823,3.074423616,5.112611
3254.873,3.076824463,5.104889
3254.923,3.07487976,5.048899
3254.973,3.07702158,5.127671
3255.023,3.075556383,5.112611
3255.073,3.077299672,5.112611
3255.123,3.076283083,5.104502
3255.173,3.077635017,5.051215
3255.223,3.077028707,5.12574
3255.273,3.078005362,5.117245
3255.323,3.077803889,5.104502
3255.373,3.078444472,5.053918
3255.423,3.078572993,5.122651
3255.473,3.079016712,5.125354
3255.523,3.079247179,5.111453
3255.573,3.079610472,5.111453
3255.623,3.079867815,5.055077
3255.673,3.080173429,5.114156
3255.723,3.080412327,5.13578
3255.773,3.080667048,5.10373
3255.823,3.080862568,5.055077
3255.873,3.081069663,5.12072
3255.923,3.081201536,5.133077
3255.973,3.081357552,5.075928
3256.023,3.081426255,5.058166
3256.073,3.081539347,5.058166
3256.123,3.081559715,5.123423
3256.173,3.081626442,5.126126
3256.223,3.081607395,5.07979
3256.273,3.081632925,5.058166
3256.323,3.081578973,5.116473
3256.373,3.081580091,5.124582
3256.423,3.081480776,5.073225
3256.473,3.081493904,5.075928
3256.523,3.081293533,5.116086
3256.573,3.08142598,5.116086
3256.623,3.081098754,5.131918
3256.673,3.081357038,5.060869
3256.723,3.080914902,5.084037
3256.773,3.08126959,5.112225
3256.823,3.080741443,5.135007
3256.873,3.081164357,5.061255
3256.923,3.080549557,5.082106
3256.973,3.08099546,5.107205
3257.023,3.080293423,5.132304
3257.073,3.080834968,5.132304
3257.123,3.08001395,5.065502
3257.173,3.080669712,5.084037
3257.223,3.079698713,5.106047
3257.273,3.080487069,5.13076
3257.323,3.079333409,5.053918
3257.373,3.080282969,5.087512
3257.423,3.078965987,5.096393
3257.473,3.08016052,5.133077
3257.523,3.078664276,5.067047
3257.573,3.080002678,5.067047
3257.623,3.078376032,5.083265
3257.673,3.079769765,5.099096
3257.723,3.078064169,5.132304
3257.773,3.079442654,5.067819
3257.823,3.077705653,5.083265
3257.873,3.079017441,5.097552
3257.923,3.077266029,5.140413
3257.973,3.078507825,5.023027
3258.023,3.076790149,5.09176
3258.073,3.077954422,5.09176
3258.123,3.076268354,5.103344
3258.173,3.077311495,5.133077
3258.223,3.075668118,5.028433
3258.273,3.076597555,5.093691
3258.323,3.07496167,5.094077
3258.373,3.075855857,5.131918
3258.423,3.074119844,5.027661
3258.473,3.075160534,5.124195
3258.523,3.073200683,5.08674
3258.573,3.074508378,5.08674
3258.623,3.072339426,5.13578
3258.673,3.074062994,5.021869
3258.723,3.071696864,5.123809
3258.773,3.073460557,5.087512
3258.823,3.07109658,5.139255
3258.873,3.072745407,5.029206
3258.923,3.070509165,5.12574
3258.973,3.072052079,5.086354
3259.023,3.070118071,5.139255
3259.073,3.07156621,5.139255
3259.123,3.069983113,5.024186
3259.173,3.071005776,5.129601
3259.223,3.069935188,5.08674
3259.273,3.070432059,5.13269
3259.323,3.069976776,5.021097
3259.373,3.069956394,5.140413
3259.423,3.070127538,5.085582
3259.473,3.069622526,5.130374
3259.523,3.070422399,5.027661
3259.573,3.069432802,5.027661
3259.623,3.070784477,5.144275
3259.673,3.069329721,5.078631
3259.723,3.071120906,5.134621
3259.773,3.069288961,5.029592
3259.823,3.071355251,5.136166
3259.873,3.069466855,5.090988
3259.923,3.071760788,5.134621
3259.973,3.069815474,5.040404
3260.023,3.072080782,5.13269
3260.073,3.070336978,5.13269
3260.123,3.072304921,5.087126
3260.173,3.071058163,5.127671
3260.223,3.072551487,5.038087
3260.273,3.072184927,5.140799
3260.323,3.073150928,5.082493
3260.373,3.073169379,5.132304
3260.423,3.07387188,5.037314
3260.473,3.074091532,5.157017
3260.523,3.074701548,5.081334
3260.573,3.074996473,5.081334
3260.623,3.075579368,5.129215
3260.673,3.075843137,5.046196
3260.723,3.076456201,5.162037
3260.773,3.076612203,5.071681
3260.823,3.077297837,5.136938
3260.873,3.077285505,5.046968
3260.923,3.0779556,5.162423
3260.973,3.077966088,5.064344
3261.023,3.078460222,5.136938
3261.073,3.07862289,5.136938
3261.123,3.078913562,5.046968
3261.173,3.079095583,5.160878
3261.223,3.079231258,5.073225
3261.273,3.079397562,5.13076
3261.323,3.079374389,5.043879
3261.373,3.079523998,5.161265
3261.423,3.079343476,5.061641
3261.473,3.079442816,5.125354
3261.523,3.079169883,5.046968
3261.573,3.079175256,5.046968
3261.623,3.078858923,5.160878
3261.673,3.078749871,5.057007
3261.723,3.078415794,5.124968
3261.773,3.078201768,5.053532
3261.823,3.077862562,5.168987
3261.873,3.077557657,5.055077
3261.923,3.077213151,5.126512
3261.973,3.076859922,5.080948
3262.023,3.076545847,5.160492
3262.073,3.076142189,5.160492
3262.123,3.075921125,5.053146
